displayName,rankingSortRank,primaryPhotoThumb,location,aliasNames
Juilliard School,16,https://www.usnews.com/dims4/USNEWS/869efd8/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F31%2F376b0fab1621726bcca1dc79aaa7f0%2Fcollege-photo_16842.jpg,"New York, NY",
Kansas City Art Institute,17,https://www.usnews.com/dims4/USNEWS/1647445/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fff%2Fac9a0b3d5874452a8277953e76c21f%2Fcollege-photo_435.jpg,"Kansas City, MO",
Laguna College of Art and Design,18,https://www.usnews.com/dims4/USNEWS/cff084e/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F67%2Fd68c3a77cc75f334087ea5fab875c3%2Fcollege-photo_33823.jpg,"Laguna Beach, CA",Laguna College of Art & Design
Barnard College,18,https://www.usnews.com/dims4/USNEWS/df13c23/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Feb%2F013af048917f822d3a692f6730ed87%2Fcollege-photo_30969.jpg,"New York, NY",
Colgate University,18,https://www.usnews.com/dims4/USNEWS/22d934d/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F25%2F015e55726b00afe23d218731196a03%2Fcollege-photo_4532.jpg,"Hamilton, NY",
Haverford College,18,https://www.usnews.com/dims4/USNEWS/e4d874b/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1a%2Fc0da5c4761ddcd026dd802be1c8080%2FAerial_Horiz_5x7.jpg,"Haverford, PA",
United States Air Force Academy,18,https://www.usnews.com/dims4/USNEWS/f28642f/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc6%2F5b%2F4ee82da74cfe81d3986e4637e350%2F52104065286-00539b5f68-w1.jpg,"USAF Academy, CO",USAFA
University of Richmond,18,https://www.usnews.com/dims4/USNEWS/8f29bd1/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fce%2F06%2F44db7f674e0b977381c6c2d9880b%2Forigstudentconnect-college.jpg,"Univ. of Richmond, VA",
Wesleyan University,18,https://www.usnews.com/dims4/USNEWS/d379dd3/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa2%2Ff3a8290137fd641a593c1ebfd1b778%2Fcollege-photo_27361.jpg,"Middletown, CT",
Maine College of Art,19,https://www.usnews.com/dims4/USNEWS/0ef0fc3/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F86%2Fb8b86b1522794f681343528be38ba8%2Fcollege-photo_1706.jpg,"Portland, ME",
Manhattan School of Music,20,,"New York, NY",
Maryland Institute College of Art,21,,"Baltimore, MD",
Massachusetts College of Art and Design,22,https://www.usnews.com/dims4/USNEWS/aa21929/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F55%2Fde53fed8351f4c10f0a0ad98c930ff%2Fcollege-photo_1021.jpg,"Boston, MA",Mass Art
Milwaukee Institute of Art and Design,23,https://www.usnews.com/dims4/USNEWS/bb2c9a7/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb8%2F9189cc6a8af5c5efe4b932d2286059%2Fcollege-photo_26349.jpg,"Milwaukee, WI",MIAD
Minneapolis College of Art and Design,24,https://www.usnews.com/dims4/USNEWS/8390bf9/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fef%2F5c2e4abf389519d6d27bed073e1315%2Fcollege-photo_9558.jpg,"Minneapolis, MN",
Colby College,24,https://www.usnews.com/dims4/USNEWS/ebd6d23/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb7%2Fd97ce88cb3a68f5e76417c9de75caa%2FMiller_point_in_the_sun__USNews.jpg,"Waterville, ME",
Moore College of Art & Design,25,https://www.usnews.com/dims4/USNEWS/790c891/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F16%2F32f1b63db5bcbcd85bcdc933451d60%2Fcollege-photo_21033.jpg,"Philadelphia, PA",
Bates College,25,https://www.usnews.com/dims4/USNEWS/4421e87/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5a%2F823ab6e80f484d8a42ae2688ad60eb%2Fcollege-photo_28075.jpg,"Lewiston, ME",
New England Conservatory of Music,26,,"Boston, MA",
Berea College,26,https://www.usnews.com/dims4/USNEWS/bb7a9aa/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F06%2F11%2F82c1c2d94ef9bb72ec70fb1d6f92%2F20200507-spring-campus-pics-crystal-wylie-53.jpg,"Berea, KY",
New York School of Interior Design,27,,"New York, NY",
Colorado College,27,https://www.usnews.com/dims4/USNEWS/ab79edc/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb5%2F19ce46aec82754df0ef5ef11864839%2Fcollege-photo_36473.jpg,"Colorado Springs, CO",
Macalester College,27,https://www.usnews.com/dims4/USNEWS/894ba18/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fb1%2F96%2F0a5ebbe54957b6b876a9f398475e%2F210730-macalester-73021-us-news-hero-images-1-jpg-submitted.jpg,"St. Paul, MN",
Otis College of Art and Design,28,,"Los Angeles, CA",
Pacific Northwest College of Art,29,,"Portland, OR",
Harvey Mudd College,29,https://www.usnews.com/dims4/USNEWS/f9f90dd/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ffe%2Fd66943c89ec6994273b681dec32549%2Fcollege-photo_1938.jpg,"Claremont, CA",
Soka University of America,29,https://www.usnews.com/dims4/USNEWS/1d75c50/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F16%2F62%2Fd8feb22046da8b02896d972dd691%2F211025-submitted.jpg,"Aliso Viejo, CA",
Pennsylvania Academy of the Fine Arts,30,,"Philadelphia, PA",
Pennsylvania College of Art & Design,31,,"Lancaster, PA",
Bryn Mawr College,31,https://www.usnews.com/dims4/USNEWS/cd2a8bd/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc9%2Fc1cf43d7c5fbd64e6ceb2e546c3d54%2Fcollege-photo_25096.jpg,"Bryn Mawr, PA",
Kenyon College,31,https://www.usnews.com/dims4/USNEWS/930e7a0/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F37%2Fc2199055c871e43a90e432922fb699%2FWEBDJI_0008b-%281%29.jpg,"Gambier, OH",
Pratt Institute,32,https://www.usnews.com/dims4/USNEWS/eefd20e/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5c%2Fd8b5e8f38ff6cfd2fc11a8fa30b250%2Fcollege-photo_13684.jpg,"Brooklyn, NY",
Puerto Rico Conservatory of Music,33,,"San Juan, PR",
College of the Holy Cross,33,https://www.usnews.com/dims4/USNEWS/6699316/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa1%2Ff0d5364a69bede8dd9f729301b9341%2Fcollege-photo_14208.jpg,"Worcester, MA",
Pitzer College,33,https://www.usnews.com/dims4/USNEWS/bcd45b6/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2c%2Ffc6e9026aca7ec3f09e5fe77768337%2Fcollege-photo_14569.jpg,"Claremont, CA",
Scripps College,33,https://www.usnews.com/dims4/USNEWS/4404c1b/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F46%2F3805055c437d5991aea67fc1c2d546%2Fcollege-photo_17227.jpg,"Claremont, CA",
Ringling College of Art and Design,34,,"Sarasota, FL",
San Francisco Conservatory of Music,35,https://www.usnews.com/dims4/USNEWS/5127740/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3f%2Fb4c3ebcb8ad1cf935a09f2e4d1437c%2Fcollege-photo_31723.jpg,"San Francisco, CA",
School of the Art Institute of Chicago,36,https://www.usnews.com/dims4/USNEWS/d9edfde/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb4%2Ffb1ce79a718868fa3e10f8518a3076%2Fcollege-photo_18089.jpg,"Chicago, IL",SAIC
Mount Holyoke College,36,https://www.usnews.com/dims4/USNEWS/e832eca/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7b%2F41%2F6bb3fa3247bc880134c8503b8680%2F190823mount-holyoke-college0.jpg,"South Hadley, MA",
University of North Carolina School of the Arts,37,https://www.usnews.com/dims4/USNEWS/be762b8/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3c%2F4e854f5a5b97072f38b466f5776ce4%2Fcollege-photo_25973.jpg,"Winston-Salem, NC",
Bucknell University,37,https://www.usnews.com/dims4/USNEWS/f036aff/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F74%2F0954d89c3ce63d2473a1985f3bf6d0%2F21USNewsBucknell0001.JPEG,"Lewisburg, PA",
Occidental College,37,https://www.usnews.com/dims4/USNEWS/f65bf61/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0f%2Faf6f944ff0590e7971caa188f30048%2Fcollege-photo_25499.jpg,"Los Angeles, CA",
University of the Arts,38,,"Philadelphia, PA",UArts
Denison University,39,https://www.usnews.com/dims4/USNEWS/2a1d874/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F74%2F3a09445ee145787ca15291bdced7b4%2FDenisonUSNEWSFEATUREDIMAGESmall.jpg,"Granville, OH",
Franklin & Marshall College,39,https://www.usnews.com/dims4/USNEWS/d97e4fd/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fde%2Fe4ca9faeffa7b406405b1e93c32113%2F10-24_Campus_08_dg.jpg,"Lancaster, PA",F&M Franklin & Marshall
Lafayette College,39,https://www.usnews.com/dims4/USNEWS/e7ebd27/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5b%2Fd3ef5baa544c259ec8e1e2c9d23c84%2Fcollege-photo_17471.jpg,"Easton, PA",
Oberlin College and Conservatory,39,https://www.usnews.com/dims4/USNEWS/44a0c1e/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5b%2F1817c57481f8a7f92e4270c516664a%2Fcollege-photo_19665.jpg,"Oberlin, OH",
Skidmore College,39,https://www.usnews.com/dims4/USNEWS/7585c23/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc1%2F627f6ad69fd172842a5d23a02e7102%2Fcollege-photo_19600.jpg,"Saratoga Springs, NY",
Trinity College,39,https://www.usnews.com/dims4/USNEWS/2d878fe/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd8%2F7205b4fda70c0b11adcec794bd15fc%2Fcollege-photo_23697.jpg,"Hartford, CT",
DePauw University,45,https://www.usnews.com/dims4/USNEWS/aaede3c/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F57%2F71%2F5eaf9e09452fa002eb13ddf28a06%2F1-east-college.jpg,"Greencastle, IN",
Furman University,45,https://www.usnews.com/dims4/USNEWS/36a3b13/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F16%2F251b652d61d777d571dce581e428b5%2Fcollege-photo_36339.jpg,"Greenville, SC",
Thomas Aquinas College,45,https://www.usnews.com/dims4/USNEWS/3261edd/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa8%2F5ef119080a85ce36dabd2e9cc2bd14%2Fcollege-photo_10911.jpg,"Santa Paula, CA",
Hillsdale College,48,https://www.usnews.com/dims4/USNEWS/35ca678/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F80%2F0c002b231d48c7022b40871dfa78b2%2Fcollege-photo_29948.jpg,"Hillsdale, MI",
Union College (NY),48,https://www.usnews.com/dims4/USNEWS/7581f60/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F50%2Fc0accd5fb1a05683476a06f63548a3%2Fcollege-photo_28054.jpg,"Schenectady, NY",
Whitman College,48,https://www.usnews.com/dims4/USNEWS/d4d0860/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6d%2Faf1629b740ff38b5c60ed2560754f0%2Fcollege-photo_2029.jpg,"Walla Walla, WA",
Dickinson College,51,https://www.usnews.com/dims4/USNEWS/6b7aa56/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fff%2Fc2d3e89f5e41d510749e2de135b269%2FWeiss-Warm-Day-Campus-20200203-1254-Edit.jpg,"Carlisle, PA",
Principia College,51,https://www.usnews.com/dims4/USNEWS/cbbdce6/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7e%2F4da2bd113a55e7951706adc7a51ce7%2Fcollege-photo_33989.jpg,"Elsah, IL",
Spelman College,51,https://www.usnews.com/dims4/USNEWS/e845e82/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fdd%2F2ab8b890d5359835dc679e33d9d3a3%2Fcollege-photo_817.jpg,"Atlanta, GA",
The University of the South,51,https://www.usnews.com/dims4/USNEWS/68f34b6/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F64%2Fd195d91032b9983b4490890b618c82%2Fcollege-photo_4368.jpg,"Sewanee, TN",Sewanee University of the South Sewanee University of the South
Centre College,55,https://www.usnews.com/dims4/USNEWS/a49d9f7/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F60%2F58f6fdc3645feb47cdb7bbe0a784db%2Fcollege-photo_20852.jpg,"Danville, KY",
Connecticut College,55,https://www.usnews.com/dims4/USNEWS/918f620/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F98%2Fc8d4b401dfe5191acaa22eef5cd416%2Fcampus.jpg,"New London, CT",
Rhodes College,55,https://www.usnews.com/dims4/USNEWS/a6969c3/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4c%2F5495fea3cdcd927c96191bdfde036f%2F31203262371_ac159388d8_o_%281%29.jpg,"Memphis, TN",
Trinity University,55,https://www.usnews.com/dims4/USNEWS/1bd7e0a/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3c%2Ff399fcad0c2f64e70d9f15260d0d9c%2FUSN-10.jpg,"San Antonio, TX",
Wabash College,55,https://www.usnews.com/dims4/USNEWS/0e418fe/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F92%2Fa541eb14c19387de31ba394af39c2e%2Fcollege-photo_35209.jpg,"Crawfordsville, IN",
Bard College,60,https://www.usnews.com/dims4/USNEWS/9c10ddc/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F82%2F13221a7df28b6c4e8cae6a176e1291%2Fcollege-photo_28784.jpg,"Annandale on Hudson, NY",
Gettysburg College,61,https://www.usnews.com/dims4/USNEWS/3238eb0/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F63%2F2f8ac00f94f63b0a5b75b4f007ecd4%2Fcollege-photo_4439.jpg,"Gettysburg, PA",
St. John's College (MD),61,https://www.usnews.com/dims4/USNEWS/2d9e6e6/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7d%2F0e8ccf379bbc491dbe11fd41cb1411%2FAnnapolis_McDowell_St_Johns_2016__38_-720x481-c2f2cc06-6dc6-4849-9feb-083c3998e0ff.png,"Annapolis, MD",St John's College Saint John's College St Johns College Saint Johns College St. Johns College
Agnes Scott College,63,https://www.usnews.com/dims4/USNEWS/25005a4/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff3%2F3368b551708e38e8bc32259fc86009%2Fusnews-campus.jpg,"Decatur, GA",
Lawrence University,63,https://www.usnews.com/dims4/USNEWS/d26c77e/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8e%2F02426852294cdd43af72adb9fb55fe%2Fcollege-photo_3152.jpg,"Appleton, WI",
St. John's College (NM),63,https://www.usnews.com/dims4/USNEWS/65614b8/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F94%2Faeaef80e9050058e22155cedb72f92%2FSJC_2019_McKS_8156-720x480-4c12529e-3b85-49aa-8e82-e40e24bb35e5.png,"Santa Fe, NM",St John's College Saint John's College St Johns College Saint Johns College St. Johns College
St. Olaf College,63,https://www.usnews.com/dims4/USNEWS/b02279a/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F46%2F86%2Fe39d643c4a03872f9ee8dad942a0%2Fsto-1920x760.jpg,"Northfield, MN",St Olaf College Saint Olaf College
Wheaton College (IL),63,https://www.usnews.com/dims4/USNEWS/c9b33d3/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa3%2F78798d9d94c5469b5878862d90180c%2Fcollege-photo_6272.jpg,"Wheaton, IL",
Kalamazoo College,68,https://www.usnews.com/dims4/USNEWS/0790934/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3a%2F84fd3987f5afa503409f9752ccd3ef%2Fcollege-photo_22954.jpg,"Kalamazoo, MI",
St. Lawrence University,68,https://www.usnews.com/dims4/USNEWS/684eece/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff7%2F72a859262b3b73e5ffd07bdc78efca%2Fcollege-photo_22485.jpg,"Canton, NY",St Lawrence University Saint Lawrence University
Virginia Military Institute,70,https://www.usnews.com/dims4/USNEWS/a550d23/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fec%2F8f07d976069400097b90c856c4eea9%2Fcollege-photo_10162.jpg,"Lexington, VA",
Wofford College,70,https://www.usnews.com/dims4/USNEWS/771f768/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb9%2Fce68d077c26829948750ce1faf22f0%2Fcollege-photo_1239.jpg,"Spartanburg, SC",
Hobart and William Smith Colleges,72,https://www.usnews.com/dims4/USNEWS/87abf75/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8b%2Fcc%2Fc342b73c46b985b332aa0974789c%2F190827hobart-and-william-smith-colleges11.jpeg,"Geneva, NY",HWS
Knox College,72,https://www.usnews.com/dims4/USNEWS/a52f673/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0d%2Fb1ffaceb8902921adb347f41b1e54f%2Fcollege-photo_21161.jpg,"Galesburg, IL",
Reed College,72,https://www.usnews.com/dims4/USNEWS/40dae22/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F17%2F97%2Ffedb5f9344e49751fe270678d2fd%2Freed-college-hero-image.jpg,"Portland, OR",
Sarah Lawrence College,72,https://www.usnews.com/dims4/USNEWS/50725d3/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff9%2F2554d954c10d1d104ce83f2f99c394%2Fcollege-photo_23346.jpg,"Bronxville, NY",
Allegheny College,76,https://www.usnews.com/dims4/USNEWS/bbd658d/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F34%2F654b2f04dd18537d6299dccdd61b78%2FBentleybeautiful.jpg,"Meadville, PA",
